impression,url_hash,ad_id,advertiser_id,depth,position,query_id,keyword_id,title_id,description_id,user_id,click
1.0,1.3756257544627677e+19,20587308.0,24354.0,1.0,1.0,25956310.0,3040.0,7312.0,7477.0,893348.0,0
1.0,1.077230928844858e+19,20743793.0,34202.0,3.0,2.0,567.0,1827.0,19717.0,2367.0,7322620.0,1
1.0,7.90391452832019e+18,21372405.0,2010.0,1.0,1.0,10300458.0,162.0,427.0,70.0,0.0,0
1.0,1.7363854844105062e+19,20017077.0,23798.0,1.0,1.0,292673.0,2537.0,4.0,957.0,10809067.0,1
1.0,1.0846163094111152e+19,21102972.0,35456.0,2.0,2.0,1945487.0,13792.0,78233.0,129585.0,6152755.0,0
1.0,7.90391452832019e+18,21162260.0,1325.0,2.0,2.0,1323.0,460.0,5030.0,9062.0,588159.0,0
1.0,1.4340390157469405e+19,9027213.0,23808.0,1.0,1.0,7155.0,1.0,0.0,0.0,19486831.0,0
1.0,1.0318853333917143e+19,21156361.0,35628.0,2.0,1.0,39669.0,59.0,54041.0,49022.0,615210.0,1
1.0,1.4340390157469405e+19,4468243.0,23777.0,1.0,1.0,23406543.0,28793.0,31627.0,26330.0,18060041.0,1
1.0,3.730969178583323e+18,20649080.0,11879.0,2.0,2.0,389955.0,20316.0,254244.0,115670.0,15469450.0,0
1.0,1.4756578758696272e+19,20718319.0,3625.0,2.0,1.0,1609.0,171.0,15297.0,4679.0,733717.0,0
63.0,2.6928596198512824e+18,4212764.0,2051.0,2.0,2.0,1113.0,30.0,163.0,56.0,0.0,1
1.0,9.793903005342077e+18,4290990.0,26042.0,3.0,1.0,256.0,636.0,56602.0,136922.0,2674082.0,1
1.0,1.2973938068772772e+19,4342321.0,14635.0,3.0,3.0,8169056.0,595.0,15225.0,2450.0,0.0,1
1.0,1.3090221289647714e+19,20174990.0,23795.0,1.0,1.0,25819.0,35977.0,3.0,7.0,22714144.0,0
1.0,1.5294836932684972e+19,20877701.0,33908.0,2.0,2.0,20409.0,6910.0,19972.0,11683.0,2762448.0,0
1.0,1.3090221289647714e+19,20174982.0,23795.0,1.0,1.0,14237236.0,14653.0,3.0,7.0,5198615.0,1
1.0,1.205787899908646e+19,20185602.0,27961.0,1.0,1.0,1152922.0,2267.0,2382.0,2992.0,2310007.0,0
3.0,1.5956014746988845e+17,3504926.0,17812.0,3.0,3.0,5593.0,15.0,2779.0,3048.0,0.0,0
2.0,1.5965120430750976e+19,21370182.0,27825.0,3.0,3.0,2253891.0,269902.0,1637257.0,1293831.0,246823.0,0
1.0,1.8425200088803072e+19,20032445.0,23790.0,2.0,2.0,805.0,3829.0,27.0,29.0,6940829.0,0
1.0,1.5459552235364899e+19,20037715.0,824.0,1.0,1.0,523442.0,244466.0,457563.0,411287.0,566043.0,0
1.0,7.90391452832019e+18,21162526.0,1325.0,2.0,2.0,15.0,10.0,22.0,23.0,11094308.0,1
1.0,3.5992068307408466e+18,21300784.0,27218.0,3.0,3.0,2843.0,57340.0,309644.0,146477.0,0.0,0
1.0,1.523471329505401e+19,3499909.0,23964.0,2.0,1.0,11274.0,6862.0,3704.0,16435.0,11889888.0,1
1.0,8.33510500251745e+18,20584340.0,33524.0,1.0,1.0,3240349.0,177.0,70370.0,76863.0,108282.0,0
1.0,1.3756257544627677e+19,8350710.0,24035.0,2.0,1.0,263.0,688.0,3765.0,1845.0,359689.0,1
1.0,1.583411776500311e+19,10406321.0,13927.0,2.0,2.0,15249.0,52900.0,9867.0,9456.0,5803834.0,1
1.0,8.134264174510893e+18,10593110.0,1268.0,2.0,1.0,78009.0,7635.0,5854.0,2.0,1232125.0,1
1.0,6.350475787185952e+18,4253930.0,27560.0,1.0,1.0,24867569.0,148973.0,1943562.0,1604788.0,8696725.0,0
1.0,1.205787899908646e+19,20163497.0,27961.0,1.0,1.0,22129918.0,63.0,792.0,890.0,0.0,0
1.0,7.51428784196471e+18,10357621.0,22947.0,2.0,1.0,476281.0,590801.0,2548451.0,5297.0,0.0,1
1.0,1.7816294998818732e+19,20776589.0,34565.0,2.0,1.0,12612329.0,59.0,128842.0,111624.0,100607.0,0
1.0,6.742248511424272e+18,21019441.0,17992.0,2.0,2.0,14214531.0,13247.0,11515.0,3359.0,1435423.0,0
1.0,1.6270183512748022e+19,20412082.0,28929.0,1.0,1.0,1788.0,952.0,676.0,845.0,18841236.0,0
1.0,6.715049002232656e+18,3065545.0,23783.0,3.0,2.0,1979271.0,45.0,40.0,53.0,0.0,1
1.0,1.120282393667142e+19,21161713.0,8409.0,2.0,1.0,123618.0,51890.0,31223.0,325772.0,0.0,0
2.0,1.4340390157469405e+19,10396367.0,23808.0,3.0,3.0,888619.0,12027.0,2049.0,2269.0,5844935.0,1
1.0,5.847426386679696e+18,21649062.0,24124.0,3.0,1.0,24433.0,79917.0,1683892.0,43329.0,0.0,1
1.0,1.205787899908646e+19,20203709.0,27961.0,2.0,1.0,67.0,158.0,83.0,109.0,307087.0,1
1.0,1.4340390157469405e+19,3207836.0,23777.0,2.0,1.0,447562.0,2417.0,1833.0,2082.0,750615.0,0
1.0,1.205787899908646e+19,20183697.0,27961.0,1.0,1.0,68976.0,3189.0,2764.0,3216.0,443685.0,0
1.0,9.79273561585553e+18,10796763.0,30329.0,3.0,1.0,5984429.0,52149.0,1172505.0,933688.0,2086021.0,1
1.0,1.205787899908646e+19,20192655.0,27961.0,1.0,1.0,34140.0,6315.0,6939.0,3971.0,4102379.0,1
1.0,5.66465788626848e+18,21442139.0,37070.0,2.0,2.0,58280.0,3595.0,129124.0,112001.0,5741978.0,1
1.0,1.7629357233897613e+19,10585299.0,29001.0,1.0,1.0,3164515.0,67866.0,716120.0,226168.0,429841.0,1
1.0,1.584902515794882e+19,4411706.0,21997.0,2.0,2.0,169.0,53.0,287.0,446.0,14402743.0,0
1.0,1.205787899908646e+19,20174762.0,27961.0,1.0,1.0,952311.0,11294.0,17051.0,17836.0,17425482.0,1
1.0,9.090600998567779e+18,10865072.0,29175.0,2.0,2.0,786.0,792.0,9355.0,6275.0,8980501.0,0
1.0,8.119057108691817e+18,20876635.0,34760.0,1.0,1.0,68.0,100.0,34.0,40.0,17325391.0,1
1.0,1.606915498146652e+19,21418219.0,36798.0,2.0,1.0,62663.0,104594.0,1629235.0,1385531.0,7522088.0,1
1.0,7.90391452832019e+18,21162259.0,1325.0,1.0,1.0,17276696.0,13466.0,23084.0,36.0,0.0,0
1.0,1.4340390157469405e+19,4819107.0,23777.0,2.0,2.0,4508322.0,201.0,162.0,242.0,16483930.0,0
1.0,1.349167571191741e+19,20436814.0,8416.0,2.0,2.0,9525.0,14773.0,96376.0,84831.0,7695665.0,1
1.0,6.414307266338367e+18,21248429.0,35668.0,3.0,2.0,33493.0,10.0,181.0,191.0,54136.0,1
2.0,3.739380013594917e+18,4258716.0,22246.0,2.0,1.0,3164986.0,78150.0,996265.0,809817.0,1672767.0,1
1.0,2.4857109343625774e+18,21399440.0,35613.0,2.0,1.0,5967.0,2802.0,481054.0,435192.0,0.0,1
1.0,1.6246358138438308e+19,8172549.0,14669.0,3.0,1.0,98216.0,4657.0,60775.0,5767.0,0.0,0
1.0,1.4340390157469405e+19,21163925.0,23808.0,2.0,1.0,476.0,615.0,938.0,148.0,12129834.0,0
1.0,9.662243402272995e+18,21474206.0,36286.0,2.0,2.0,149585.0,40399.0,1254438.0,44170.0,0.0,1
1.0,1.4340390157469405e+19,20644007.0,23808.0,2.0,2.0,830.0,530.0,309.0,333.0,1231503.0,1
1.0,1.665536310818766e+19,21961429.0,38204.0,3.0,3.0,2044389.0,16757.0,179456.0,188832.0,0.0,0
1.0,1.136372424770545e+19,21096340.0,30405.0,2.0,2.0,1711441.0,23.0,3347.0,3859.0,1534844.0,0
2.0,5.888277431783336e+18,7955184.0,6520.0,2.0,2.0,183.0,634.0,1179.0,1647.0,6918374.0,1
1.0,1.7452208363803922e+19,20886664.0,34888.0,1.0,1.0,17528010.0,29640.0,147696.0,155610.0,0.0,0
1.0,1.0493494137545437e+19,4319081.0,19755.0,1.0,1.0,12664.0,3845.0,34256.0,35866.0,8121682.0,1
1.0,1.3756257544627677e+19,20587828.0,24354.0,1.0,1.0,420.0,1510.0,1754.0,2019.0,6979790.0,0
1.0,4.74865757352039e+18,20652362.0,33852.0,1.0,1.0,4257284.0,209.0,2055.0,3663.0,299313.0,0
1.0,6.879613387390751e+18,4424520.0,28376.0,2.0,1.0,7259.0,7007.0,78728.0,78089.0,12767229.0,0
1.0,1.205787899908646e+19,20163506.0,27961.0,1.0,1.0,2358184.0,44.0,118.0,183.0,0.0,0
1.0,1.8415437192232227e+19,21375456.0,36820.0,2.0,2.0,15560859.0,14669.0,34596.0,8214.0,339805.0,1
1.0,1.4340390157469405e+19,6434981.0,23777.0,2.0,1.0,958128.0,175.0,132.0,190.0,0.0,0
2.0,2.6928596198512824e+18,4212764.0,2051.0,1.0,1.0,1297513.0,290.0,278.0,56.0,0.0,1
1.0,4.667372950687627e+18,20871357.0,34751.0,2.0,1.0,562504.0,253972.0,2105915.0,1799680.0,783894.0,0
1.0,2.670952723278905e+18,20172874.0,23805.0,1.0,1.0,1331353.0,114.0,134.0,16.0,19090860.0,1
1.0,8.134264174510893e+18,10593105.0,1268.0,2.0,1.0,4291.0,8052.0,44107.0,2.0,7389832.0,1
1.0,5.345544339361684e+18,5858526.0,23796.0,1.0,1.0,20696469.0,1465.0,6.0,12.0,141732.0,0
1.0,1.360523891478254e+19,7779076.0,27501.0,3.0,2.0,237.0,70.0,120.0,169.0,1272015.0,1
1.0,1.5156667749717748e+19,20665397.0,33308.0,2.0,2.0,443400.0,343103.0,1379824.0,1094698.0,451717.0,1
1.0,5.388657062187064e+18,20173300.0,32426.0,2.0,2.0,1319122.0,476018.0,2060968.0,485410.0,918042.0,1
1.0,8.134264174510893e+18,10950966.0,1268.0,2.0,2.0,823363.0,3755.0,9804.0,2.0,2053230.0,1
1.0,8.332479903321026e+18,21099752.0,35543.0,2.0,1.0,1314021.0,30474.0,129498.0,116755.0,23710.0,1
1.0,3.602607528654616e+18,21463373.0,37089.0,1.0,1.0,3441333.0,1859.0,2681.0,2935.0,0.0,0
1.0,8.363781040394013e+18,10959866.0,23806.0,2.0,1.0,102.0,977.0,37.0,46.0,7910059.0,1
1.0,1.5859647530187389e+19,4285938.0,23778.0,2.0,2.0,11.0,8.0,19.0,83.0,6759233.0,0
1.0,4.4375266146866734e+18,4335529.0,8919.0,2.0,1.0,7668.0,1440.0,10220.0,10259.0,1378404.0,0
1.0,1.206716816289164e+19,3996538.0,25422.0,2.0,2.0,10426780.0,73091.0,37516.0,34653.0,1094304.0,0
1.0,1.516792799340693e+19,20207781.0,781.0,3.0,1.0,16417.0,8490.0,12149.0,860.0,33861.0,0
1.0,4.225579643116692e+18,20386884.0,33248.0,2.0,2.0,11480943.0,9795.0,46351.0,44552.0,105326.0,0
1.0,7.466543875386677e+18,4421324.0,10918.0,2.0,2.0,1453011.0,380.0,5835.0,6127.0,5679033.0,0
1.0,9.33376175692897e+17,10851235.0,6333.0,2.0,1.0,961.0,2552.0,4582.0,5574.0,7928384.0,0
1.0,1.1100038013803168e+19,10615645.0,26651.0,2.0,2.0,12644449.0,4327.0,449166.0,7127.0,502638.0,1
1.0,1.205787899908646e+19,20163506.0,27961.0,1.0,1.0,17986030.0,74.0,611.0,897.0,1465727.0,0
1.0,1.147957373620592e+19,21176560.0,24130.0,2.0,2.0,10.0,140.0,256.0,368.0,13789482.0,1
1.0,1.401385012114721e+19,21414449.0,36980.0,2.0,2.0,88689.0,1602.0,30644.0,32619.0,1965321.0,0
1.0,9.279176529507936e+18,10673572.0,23649.0,2.0,1.0,14490.0,14824.0,26528.0,42420.0,1912844.0,1
1.0,1.3503262172158704e+19,4259753.0,1185.0,1.0,1.0,12777.0,26847.0,32929.0,393.0,17414982.0,0
1.0,6.35979784588904e+18,21138839.0,35554.0,2.0,1.0,179796.0,177.0,1704.0,2432.0,593635.0,0
1.0,8.33510500251745e+18,20582549.0,33524.0,2.0,2.0,4.0,56.0,51.0,200.0,2132878.0,0
1.0,1.7299638493773875e+18,9584136.0,23637.0,3.0,1.0,3537024.0,422.0,623.0,96.0,0.0,1
1.0,9.75107224858461e+18,10939138.0,29713.0,1.0,1.0,1347.0,9030.0,7524.0,7722.0,19541550.0,1
1.0,1.205787899908646e+19,20163506.0,27961.0,1.0,1.0,5542.0,1351.0,1131.0,1464.0,2725141.0,1
1.0,1.4340390157469405e+19,9027213.0,23808.0,1.0,1.0,2009778.0,1.0,0.0,0.0,18621387.0,0
1.0,1.4340390157469405e+19,21163923.0,23808.0,2.0,2.0,129.0,384.0,1388.0,34.0,1132370.0,0
1.0,4.2951555030469576e+18,20876418.0,27825.0,1.0,1.0,151888.0,103591.0,331735.0,314043.0,14852698.0,1
8.0,2.0021430589649848e+18,20607314.0,24124.0,3.0,1.0,10347.0,1396.0,17420.0,57693.0,0.0,1
1.0,1.2186480169886062e+17,21319871.0,36215.0,2.0,2.0,54742.0,41931.0,1424177.0,21573.0,5122089.0,0
1.0,1.5145480155589095e+19,21927072.0,23807.0,1.0,1.0,336958.0,205857.0,30.0,32.0,673229.0,0
1.0,1.1225587599050285e+19,20192644.0,32624.0,3.0,2.0,5966.0,1342.0,114937.0,31404.0,2228282.0,0
1.0,6.877516134389988e+18,20075449.0,2332.0,3.0,1.0,835.0,1284.0,658.0,858.0,3764066.0,1
1.0,4.039512043036397e+17,21346357.0,9879.0,2.0,2.0,2226505.0,74705.0,228387.0,5148.0,287252.0,1
1.0,5.415167692491064e+18,20714792.0,7664.0,2.0,1.0,1716.0,926.0,50022.0,47484.0,8556657.0,1
1.0,1.5859647530187389e+19,2989726.0,23778.0,1.0,1.0,391.0,104.0,62.0,79.0,13698027.0,0
2.0,4.192533441706128e+18,20380484.0,2533.0,2.0,1.0,383857.0,143471.0,538703.0,445561.0,353558.0,1
2.0,3.4115742334127427e+18,4257583.0,10345.0,3.0,1.0,3008426.0,30780.0,293843.0,252016.0,995359.0,0
1.0,9.495878972188682e+18,10400310.0,29439.0,1.0,1.0,18105525.0,63.0,198.0,119.0,22599984.0,1
1.0,9.99105727583572e+17,20389175.0,30428.0,3.0,2.0,36992.0,78607.0,145327.0,124538.0,8181464.0,1
1.0,1.4340390157469405e+19,9027613.0,23808.0,1.0,1.0,2940.0,692.0,138.0,198.0,1931220.0,1
1.0,7.90391452832019e+18,21162420.0,1325.0,3.0,2.0,6454.0,13075.0,27899.0,75830.0,5658576.0,0
1.0,4.2981186814246446e+18,3052881.0,385.0,1.0,1.0,9883287.0,96379.0,136530.0,172.0,0.0,0
2.0,7.90391452832019e+18,21162526.0,1325.0,2.0,2.0,15.0,10.0,22.0,23.0,3107444.0,1
1.0,6.307948745553123e+18,20174858.0,29918.0,2.0,2.0,51191.0,108690.0,267752.0,223062.0,44338.0,0
1.0,1.4340390157469405e+19,9027613.0,23808.0,2.0,1.0,145466.0,3164.0,138.0,198.0,271762.0,1
4.0,9.741717075101168e+18,20316180.0,28724.0,2.0,1.0,116773.0,68390.0,205681.0,15898.0,0.0,0
1.0,1.7654447561421345e+19,20369400.0,33205.0,2.0,1.0,93.0,440.0,1019.0,1860.0,7843280.0,1
1.0,6.814636868003141e+18,21362188.0,36729.0,1.0,1.0,17219982.0,7229.0,2046.0,2265.0,0.0,1
1.0,1.205787899908646e+19,20164726.0,27961.0,1.0,1.0,515906.0,116883.0,261282.0,242023.0,38516.0,0
1.0,1.2394863110586413e+19,20185493.0,825.0,2.0,1.0,34001.0,96554.0,150888.0,69171.0,489575.0,0
1.0,1.7059690370870223e+18,20045940.0,32187.0,2.0,1.0,138119.0,64526.0,2300129.0,1656992.0,500978.0,0
1.0,9.116263971497682e+18,21155558.0,22278.0,2.0,1.0,1487435.0,14460.0,56863.0,51453.0,32186.0,0
1.0,1.7248755108316785e+19,20553583.0,10040.0,2.0,2.0,41354.0,5596.0,7696.0,914.0,751896.0,0
1.0,2.4127717961104635e+18,20067139.0,23781.0,1.0,1.0,113.0,236.0,8.0,1.0,17259923.0,1
2.0,1.4340390157469405e+19,9027213.0,23808.0,2.0,1.0,5.0,1.0,0.0,0.0,11820718.0,1
1.0,9.390444283884915e+18,4242975.0,10655.0,3.0,2.0,6525159.0,11176.0,39263.0,37187.0,1141576.0,0
1.0,5.494145166418657e+18,22115046.0,26293.0,3.0,2.0,14505.0,33192.0,354578.0,291658.0,1828110.0,0
1.0,2.0021430589649848e+18,21011448.0,24124.0,2.0,1.0,10601201.0,5950.0,146620.0,141428.0,1190834.0,1
1.0,1.431459462472684e+19,22159018.0,38785.0,2.0,2.0,1023119.0,447.0,157347.0,128435.0,0.0,1
1.0,5.596406108519105e+18,21757198.0,37552.0,3.0,2.0,253411.0,4456.0,328675.0,1039579.0,0.0,0
1.0,1.3491658154183518e+19,21438472.0,36934.0,1.0,1.0,26123066.0,4513.0,173273.0,147096.0,18065.0,1
2.0,1.0726002060893143e+19,20036558.0,23800.0,1.0,1.0,127.0,49.0,44.0,75.0,2326446.0,1
1.0,6.399570591179346e+18,21099728.0,20239.0,2.0,1.0,107358.0,96212.0,303749.0,247881.0,607856.0,0
1.0,4.949197173803122e+18,20664760.0,24107.0,2.0,2.0,58309.0,8795.0,706.0,1060.0,18433.0,0
1.0,5.4001873640173184e+17,3383912.0,4319.0,2.0,1.0,12061845.0,19375.0,18325.0,17716.0,283084.0,0
1.0,5.410547229158581e+18,6454186.0,24173.0,1.0,1.0,8315.0,19268.0,77.0,102.0,5299051.0,0
1.0,7.90391452832019e+18,21162541.0,1325.0,2.0,2.0,879532.0,17001.0,31332.0,36.0,0.0,0
1.0,1.4340390157469405e+19,9027448.0,23808.0,1.0,1.0,22046933.0,1054.0,56.0,68.0,46202.0,0
1.0,7.90391452832019e+18,21162548.0,1325.0,1.0,1.0,23786946.0,2106.0,5697.0,6341.0,556888.0,0
2.0,9.119039567435139e+18,21174174.0,35786.0,1.0,1.0,1863672.0,1122.0,1441.0,561.0,0.0,0
1.0,1.205787899908646e+19,20180605.0,27961.0,2.0,1.0,561.0,927.0,1215.0,1634.0,5776367.0,1
2.0,1.3400095107404104e+19,4806084.0,2048.0,2.0,2.0,1058864.0,143381.0,298543.0,750981.0,193725.0,1
5.0,7.522366221873914e+18,20894140.0,34963.0,2.0,1.0,20301.0,49457.0,55542.0,55939.0,470893.0,0
1.0,4.949197173803122e+18,20664766.0,24107.0,2.0,1.0,647.0,1853.0,4751.0,5160.0,6306324.0,1
1.0,2.6928596198512824e+18,4351128.0,2051.0,1.0,1.0,24488.0,417.0,668.0,81.0,20904525.0,0
1.0,8.848021695083076e+18,20035409.0,2387.0,2.0,1.0,168.0,549.0,3267.0,3540.0,305880.0,1
1.0,1.733114306482077e+19,8010898.0,3221.0,2.0,1.0,13564026.0,744968.0,3776792.0,2962479.0,4445612.0,0
3.0,1.5536745146689828e+18,20083853.0,23780.0,1.0,1.0,999.0,2010.0,114.0,154.0,5402921.0,1
1.0,8.784471879486586e+18,8104001.0,5221.0,2.0,2.0,15974768.0,21499.0,393846.0,253238.0,13417329.0,0
1.0,7.90391452832019e+18,20640940.0,2012.0,1.0,1.0,1660687.0,196846.0,526029.0,949502.0,20933379.0,0
1.0,1.8607419736449286e+17,7254541.0,8275.0,1.0,1.0,22267518.0,14393.0,69462.0,452432.0,5005841.0,1
1.0,4.0887433917188006e+17,2683796.0,23955.0,2.0,2.0,15382148.0,10515.0,20441.0,10763.0,0.0,0
1.0,1.7446436672557894e+19,1590297.0,357.0,2.0,1.0,3693903.0,27204.0,27403.0,268.0,1778832.0,0
1.0,2.4127717961104635e+18,20067154.0,23781.0,3.0,1.0,4.0,7.0,94.0,1.0,2756479.0,0
1.0,2.884843170992007e+18,3442812.0,24085.0,2.0,1.0,1754.0,2571.0,14778.0,13620.0,7867989.0,1
1.0,1.034946865176566e+19,21522776.0,37422.0,3.0,1.0,0.0,0.0,12.0,4.0,9401409.0,0
1.0,6.321422170136106e+16,22102219.0,38486.0,2.0,1.0,9146249.0,4195.0,25531.0,24159.0,1659371.0,0
1.0,4.101374954146071e+18,21288604.0,36470.0,2.0,2.0,952826.0,1979.0,23410.0,3937.0,564385.0,1
1.0,1.5239144474629644e+19,2816696.0,3118.0,1.0,1.0,50510.0,14573.0,90593.0,79844.0,2572.0,0
1.0,1.6043904649017862e+19,21299433.0,36461.0,2.0,1.0,35963.0,23882.0,41591.0,65311.0,110919.0,0
1.0,1.2540975443926622e+19,4971938.0,23360.0,2.0,2.0,308.0,50.0,66241.0,22590.0,7590092.0,1
1.0,2.0282918228453711e+18,21347796.0,508.0,2.0,2.0,12814831.0,5484.0,9654.0,9764.0,2298066.0,0
1.0,1.4340390157469405e+19,3111778.0,23777.0,2.0,1.0,3258095.0,29876.0,29444.0,27646.0,0.0,0
1.0,1.4947456318249886e+19,20002588.0,29735.0,3.0,3.0,1015654.0,9812.0,7509.0,125451.0,0.0,0
1.0,6.619692221503942e+17,20594927.0,854.0,3.0,1.0,21443.0,60496.0,135271.0,649.0,1183424.0,1
1.0,7.90391452832019e+18,21162420.0,1325.0,2.0,1.0,9048.0,21004.0,59429.0,59035.0,15092088.0,1
1.0,1.3756257544627677e+19,8182706.0,24354.0,2.0,1.0,281426.0,1923.0,2192.0,2445.0,4977447.0,1
1.0,3.26105885498946e+18,20680871.0,34164.0,3.0,3.0,3706642.0,758.0,2388.0,6032.0,105033.0,0
1.0,7.522549928770051e+18,20846182.0,34708.0,2.0,2.0,13948370.0,1966.0,47326.0,43374.0,0.0,1
1.0,1.205787899908646e+19,20192652.0,27961.0,2.0,2.0,6894753.0,280.0,1115.0,1354.0,1849113.0,0
1.0,1.205787899908646e+19,20163506.0,27961.0,2.0,1.0,14530896.0,9.0,103.0,166.0,263364.0,0
1.0,3.8644073376705777e+18,10860121.0,29393.0,3.0,3.0,4089.0,7093.0,425.0,17738.0,5539315.0,1
2.0,5.215080921173883e+18,3331223.0,1800.0,1.0,1.0,19506621.0,1414.0,1267.0,1310.0,22601234.0,0
2.0,1.8214744439732496e+19,20659758.0,33307.0,1.0,1.0,1438.0,4436.0,6452.0,6690.0,2941403.0,1
1.0,1.2528432958745423e+18,20926601.0,35127.0,2.0,1.0,13556360.0,8892.0,63011.0,58177.0,7691.0,0
2.0,1.4340390157469405e+19,9027549.0,23808.0,1.0,1.0,44.0,27.0,14.0,18.0,10605980.0,1
1.0,7.482039010506198e+18,22096303.0,36396.0,3.0,3.0,66921.0,134850.0,955936.0,49176.0,1727701.0,1
1.0,1.5689252236861137e+19,21176560.0,24130.0,2.0,2.0,843.0,266.0,1223.0,608.0,15400780.0,0
1.0,2.3788268256695644e+18,21866139.0,37789.0,2.0,2.0,3866886.0,16264.0,345951.0,284961.0,0.0,0
1.0,1.4541390899236172e+19,21017117.0,29854.0,2.0,2.0,12767644.0,5542.0,30081.0,15847.0,0.0,0
1.0,5.345544339361684e+18,5858808.0,23796.0,1.0,1.0,1869.0,21561.0,6.0,12.0,350996.0,0
1.0,1.103542192734381e+19,2510454.0,480.0,1.0,1.0,21682.0,114490.0,399893.0,341310.0,19916305.0,0
1.0,7.90391452832019e+18,21162526.0,1325.0,2.0,1.0,15.0,10.0,22.0,23.0,5206943.0,1
2.0,1.4756578758696272e+19,20716885.0,3625.0,2.0,2.0,18163.0,19951.0,251148.0,220281.0,0.0,1
2.0,1.2955932992891345e+19,21293372.0,32682.0,2.0,1.0,96107.0,59405.0,296641.0,156661.0,27360.0,0
