click,impression,url_hash,ad_id,advertiser_id,depth,position,query_id,keyword_id,title_id,description_id,user_id
1,1,1.3416878294870458e+19,3066490,23786,2,2,3715,2088,1335,115,7372724
1,1,8.197353597735046e+18,20149334,854,2,2,972,5372,13132,11212,12502668
1,1,1.4531867648059392e+19,3834142,27485,3,1,2,8,28,248,2608254
1,1,1.3742635301971245e+19,21345296,36687,2,1,4991,7518,297614,431,3076513
0,1,2.3981785055604204e+18,9528512,15860,3,3,8276310,10259,312404,365013,0
0,1,8.280291080437279e+18,21331238,36600,3,3,1,12,1101,1306,473512
1,1,1.5145480155589095e+19,21954123,23807,1,1,18693673,6,1518,1781,362924
1,1,1.2772952367695526e+19,4425573,17437,1,1,18688947,14356,10404,10419,6166823
0,1,1.5145480155589095e+19,20888541,23807,2,1,225991,9114,5,11,2826431
0,1,5.4329731336992064e+17,21343298,36657,2,1,13755554,267,54189,100644,1095040
0,1,1.8215412233988743e+19,21760482,37533,3,1,8476321,4301,38691,34067,356558
0,1,4.2308715359429463e+18,21649040,37462,2,1,522497,47700,162277,138365,2008247
1,1,1.3572566271349117e+19,6816912,10770,1,1,52040,126821,189286,15890,10598868
1,1,1.205787899908646e+19,20163506,27961,1,1,414066,9,18,371,383142
0,1,7.973994351429678e+18,20969733,35351,2,1,1593591,2163,278050,231161,0
1,1,1.6850115438824813e+19,3140142,7524,3,3,202763,52263,569224,475755,371714
1,2,4.2981186814246446e+18,3702869,385,2,1,11667152,495801,1181441,946808,0
0,1,1.4340390157469405e+19,21163926,23808,3,1,2450321,11216,28066,296,10315207
1,2,2.6928596198512824e+18,4212764,2051,2,1,138,290,278,56,14766396
1,1,3.9740883866513833e+18,1000972,2747,1,1,893015,24980,45150,41381,5122474
1,1,1.0785497142245186e+19,20812968,34517,1,1,2094741,631,1506,2076,0
0,1,1.4340390157469405e+19,21163923,23808,2,1,348,315,1061,37,1779642
1,1,1.4340390157469405e+19,20789169,23808,2,1,10620221,8920,14570,1385,569095
1,1,2.6928596198512824e+18,4291751,2051,3,1,2989,7445,7072,63,3947318
0,4,1.205787899908646e+19,20163631,27961,1,1,10108306,70517,404636,360151,0
1,1,4.413052762125912e+17,10397191,10602,1,1,13564,14603,26250,24782,17856950
1,1,9.640672850253353e+18,20730518,19873,2,1,12549981,146865,1356174,874869,0
0,1,1.578511299927674e+19,20908196,35088,2,2,0,0,2,5,15489217
0,1,3.247709875833351e+18,21266284,36365,2,2,4195,385,1257,1908,1113383
1,1,1.432974969615125e+19,22114167,38623,3,2,314791,87,1028,5783,2382854
0,1,1.2943519435171692e+18,20066713,24162,1,1,28976,3176,65,49,9810286
0,1,3.2844045280595686e+18,20436241,4820,3,2,2961602,44090,229153,182038,0
0,2,4.949197173803122e+18,20664767,24107,2,2,62,23,818,1103,2336448
0,2,1.205787899908646e+19,20192676,27961,3,3,280871,1755,9151,10721,0
1,1,1.1750785036486371e+19,21325100,36427,2,1,4767,4953,11461,10951,5019755
1,1,1.4600073692226417e+19,20665844,4004,3,1,1039,5710,11593,587,379453
0,1,1.205787899908646e+19,20192908,27961,3,3,324312,23,2536,5972,1446311
1,1,2.5829447794974653e+18,21493767,37184,2,2,1426,351,36842,34120,1335081
1,1,9.279176529507936e+18,10810892,23649,1,1,3896407,123391,224564,3101,20141279
0,1,1.432575689518243e+19,5937239,24161,2,1,14402510,87234,230,350,806880
0,1,1.4340390157469405e+19,3107800,23777,2,1,15048195,32803,74295,66172,3859777
1,1,1.4340390157469405e+19,3073994,23777,2,2,10488674,2332,2502,2759,0
1,1,1.5859647530187389e+19,2989726,23778,1,1,506190,6369,62,79,4547020
0,1,1.772671565321959e+19,21163872,9785,1,1,442062,11888,13025,133,4138469
0,1,5.279923881196409e+18,20887107,34951,1,1,8681218,4623,35537,509,131280
1,1,1.4340390157469405e+19,20643905,23808,3,2,43952,21664,622,9,2325940
1,5443,1.4340390157469405e+19,21360106,23777,3,1,8,15,1168,558,0
1,1,1.4340390157469405e+19,21360115,23777,2,1,380819,6,574,158,4150702
1,1,2.4127717961104635e+18,20067143,23781,2,1,3214,1685,8,1,9258095
0,1,1.205787899908646e+19,20157587,27961,3,3,0,0,7,14,9122116
0,1,1.3572566271349117e+19,4331016,10770,1,1,25855183,891,7905,8638,3197691
0,1,1.4756578758696272e+19,20871391,3625,1,1,2685446,422059,1641492,2701355,4251794
0,1,5.103335732153793e+18,10405659,29900,1,1,8690,42,23,26,346872
0,1,1.4531867648059392e+19,3834142,27485,1,1,2,8,97,59,382756
0,1,5.103335732153793e+18,10405659,29900,2,2,7050259,98,23,26,11876
0,1,1.5989049276530887e+19,20314287,23824,2,2,306343,46650,765983,31,6676466
1,1,1.205787899908646e+19,20183681,27961,1,1,38044,557,678,988,16032418
0,2,2.4127717961104635e+18,20067154,23781,2,1,4,7,94,1,993987
1,1,3.6386930880790816e+17,21230031,35927,3,1,2164,574,184850,398,988036
0,1,1.689773544749613e+19,4395103,14377,2,2,923657,778,4145,7811,245325
1,1,8.374971958388247e+18,3819348,4832,2,1,4765,2849,4094,5192,14615856
0,22,7.90391452832019e+18,21162423,1325,3,2,4778,15049,47713,50174,14105
1,11,1.4531867648059392e+19,21783881,27482,1,1,177258,95246,132464,6,17154114
1,1,1.205787899908646e+19,20157266,27961,1,1,18624635,513,815,4396,19533362
0,1,1.0531200227160349e+19,9019908,16779,2,2,163,150,224,18403,31149
0,1,1.101469335619014e+19,21046089,10747,3,2,5435475,3841,26009,24582,7007
0,1,1.0333904729460621e+19,21227861,28031,3,2,2872563,27741,642596,558772,0
0,1,1.6679778279547242e+19,21810869,37503,2,1,12049626,8985,179354,152658,121214
1,1,1.5005909604118045e+19,20369836,33268,2,1,14043512,4480,30855,14328,0
0,1,1.1243521181800204e+19,21512676,35398,2,1,1754,178,423,973,14083580
0,1,5.714038207510728e+18,21130306,33416,1,1,94269,259918,515329,1247,293431
1,2,1.7248707066841965e+19,21930178,38051,2,2,1021,318,4723,4534,870709
0,1,1.5859647530187389e+19,4285952,23778,1,1,105,66,19,66,23310627
0,1,1.2440971204951278e+19,21317620,36521,2,2,514,1135,12168,1045,16306336
1,1,1.8108522136565862e+19,21187265,20551,2,1,17055,7586,10241,6921,3208492
0,1,4.024891810432023e+18,20158329,22362,2,2,1307412,563,34615,33737,23197
1,13,9.39210468452018e+18,21952958,38084,3,2,1465,5067,274586,76125,0
1,10,1.5989049276530887e+19,20311857,23824,2,1,513,1641,4021,31,905518
1,1,7.90391452832019e+18,21162526,1325,2,2,89,295,22,23,16093917
0,1,4.843139967915889e+18,21302575,26239,2,2,21621,4679,70601,114035,5463058
0,1,6.715049002232656e+18,3065545,23783,2,1,589,60,54,78,1355034
0,1,1.4964837739872602e+19,20877153,2332,2,2,4635412,3314,3808,20423,0
0,1,1.256384773150146e+19,21250045,35995,3,1,13170,11451,209792,30456,1719
1,1,6.536196353929531e+18,22136142,38741,2,2,9306072,10023,72020,46229,13607682
1,1,4.2981186814246446e+18,10761165,385,2,2,85800,159675,587688,21426,230644
1,2,2.6928596198512824e+18,21735862,2051,2,1,210480,40064,11281,11226,0
0,1,6.814636868003141e+18,21364466,36729,3,2,662920,237,1494,1756,0
1,23,1.1020383486579005e+19,21191941,11171,3,1,15242,14058,34888,18000,0
1,1,1.6553394223500175e+19,4831276,2089,2,1,1380,166,2752,3120,2213472
1,1,4.2981186814246446e+18,21866035,385,2,1,1316901,308220,948048,785000,7243784
0,1,8.802768287123155e+18,20871586,34758,3,2,1,18,42,47,1036054
1,1,7.90391452832019e+18,21162550,1325,1,1,37,8696,18218,20949,663229
1,1,7.90391452832019e+18,21162554,1325,3,2,609765,4640,9590,18138,25392
0,2,4.203081172173604e+18,4428478,28647,3,1,851,1220,3186,3465,2429318
1,1,2.6928596198512824e+18,8693393,2051,3,1,45523,81768,182992,155649,1431069
1,1,1.3090221289647714e+19,20174985,23795,1,1,76,79,3,7,234356
1,1,1.3384857948156529e+18,20759028,33931,1,1,1065,41019,44360,27682,149808
0,1,1.2972158645927619e+19,10409387,29128,1,1,118087,21942,326901,269942,0
1,1382,1.4340390157469405e+19,21163922,23808,1,1,4699,10729,17246,695,0
0,1,7.953863969799817e+18,20197925,5058,2,2,2595,6156,1437,839,11256507
0,1,8.134264174510893e+18,10593093,1268,2,2,10533800,4317,2840,2,2065162
1,1,1.4340390157469405e+19,9027213,23808,1,1,1,1,0,0,3625229
1,1,5.260594170071819e+16,3048013,23782,1,1,697,747,2387,3007,18209198
1,3,8.994557070508579e+18,20030165,23799,2,1,3841,231,199,316,6997469
1,1,1.1624066761054958e+19,3373964,5962,1,1,378,1109,171,217,18678
1,1,5.260594170071819e+16,3048013,23782,1,1,697,369,240,405,13648788
0,1,1.4340390157469405e+19,3109055,23777,2,1,1890614,9835,73997,65935,414510
1,1,1.6850115438824813e+19,3097041,7524,3,1,6780,1513,2854,3445,427474
1,1,1.4340390157469405e+19,6434912,23777,1,1,1607,16,36,44,4865544
0,1,1.2468617014566646e+19,21929483,38107,2,1,5611923,8473,26259,24790,1348888
1,1,7.53684113090204e+18,21208884,34619,1,1,985,3693,1299,1517,182912
0,1,1.034946865176566e+19,21522776,37422,3,1,0,0,26,28,9295588
1,4,5.5111324610218e+18,4257697,10040,3,1,115252,37927,39968,17493,0
1,1,1.516792799340693e+19,20207781,781,1,1,993,8490,12149,860,10705
1,1,2.4127717961104635e+18,20066507,23781,1,1,2291,4790,8,1,4378469
0,1,3.516889565727588e+18,4339083,1267,3,1,686607,1221,6430,335,0
1,4,7.158881796980826e+18,21525403,37365,1,1,5333158,797,7238,6885,0
1,1,1.5233012509833784e+18,22098535,38461,3,2,2991,196,11147,11117,0
0,1,1.0536834335786253e+18,20363499,1340,2,2,3703323,62489,33,157030,13747251
0,1,1.205787899908646e+19,20183655,27961,2,2,1234569,27034,79263,1069,6633339
0,1,1.3991216566165025e+19,20894855,34963,3,3,119403,4528,14986,11213,919902
0,1,6.971105041050906e+18,2891103,544,3,1,145598,94237,237968,489966,0
1,1,7.047500155347977e+18,10680474,30126,1,1,9957580,23476,24894,11786,4510512
1,1,9.305976163339842e+18,21414451,36980,2,2,149,5558,24933,14395,3467487
1,2,1.3756257544627677e+19,9024858,24354,2,1,2381,12663,2621,1658,2027078
0,1,1.205787899908646e+19,20185601,27961,2,2,2587273,3808,15408,16829,0
1,4,5.619388200997353e+18,21368983,20090,1,1,202929,96149,3343156,2419342,0
1,1,4.774481492345202e+18,21325655,36540,2,1,7236,20258,25338,23978,645089
1,11,1.0536834335786253e+18,1918058,1339,1,1,245607,239726,479305,410243,0
0,1,1.205787899908646e+19,20183697,27961,1,1,24643,2639,8207,9068,391159
1,1,8.43665062321001e+18,20623168,21500,2,1,795,1452,32675,16703,790156
1,1,3.247709875833351e+18,21266284,36365,2,2,4195,385,1257,4724,179310
1,2,1.205787899908646e+19,20164305,27961,1,1,34893,11401,15358,16413,1021676
0,2,1.665152106496566e+18,21110333,28231,2,2,80403,2637,399030,392647,0
1,1,7.896082602022938e+18,21325758,36156,1,1,170094,255859,1708710,1350937,0
1,1,5.260594170071819e+16,3048011,23782,1,1,200,307,209,346,5092785
0,1,2.4127717961104635e+18,20067154,23781,2,2,322,73,1157,1,692678
1,1,1.3756257544627677e+19,8179803,24354,2,1,14988060,6294,16666,4797,2874351
1,2,9.133549713053886e+18,20104410,8055,1,1,1716809,23697,39682,32065,3658803
1,2,9.881207773436752e+18,4332980,23778,2,1,1746727,22,13,21,10516183
1,2,8.718971903532905e+18,20896752,35075,3,3,227228,2440,139,201,0
1,1,5.260594170071819e+16,3048013,23782,1,1,17002850,1678,1074,1375,11725954
0,1,1.2837504198869457e+19,21947194,30627,2,1,339750,15,847,1053,2123307
1,1,1.0380001132566546e+19,20328052,421,3,3,5952326,804776,1672001,389,7295967
1,2,8.33510500251745e+18,20582549,33524,1,1,7298,56,51,129,609705
1,3,1.4340390157469405e+19,9027213,23808,1,1,5,1,0,0,3322887
0,1,8.027186451718374e+18,4223735,22227,3,1,238679,954,1491,2053,59981
1,3,1.072424945495335e+19,20078111,14043,3,2,2518,5204,65906,2430,0
0,1,9.265082019323727e+17,21713717,37493,2,2,5559,6055,244962,50381,13836112
1,1,1.3090221289647714e+19,20174982,23795,1,1,24041,2145,3,7,18104059
0,1,1.5536745146689828e+18,20083853,23780,1,1,999,2010,114,154,18027676
0,1,1.3756257544627677e+19,20175362,24354,2,1,5518,22746,79,199,271874
0,1,6.393419766856593e+18,21138744,33122,2,2,620462,17952,258280,260282,0
1,75,5.180142102265717e+18,21233146,585,1,1,9034,1460,1310,1294,0
0,1,1.4340390157469405e+19,20643914,23808,2,1,11196461,376,500,9,1742684
0,3,1.205787899908646e+19,20174702,27961,1,1,21429854,807,1610,2101,1830879
1,1,1.4340390157469405e+19,3126697,23777,2,1,7,5,47,57,15631962
1,2,1.205787899908646e+19,20163193,27961,1,1,4983794,11607,12279,13291,19095269
0,1,1.205787899908646e+19,20222697,27961,1,1,51469,127,185,298,7922628
0,1,1.3557133018779933e+19,20705979,34246,2,2,29911,139,14489,403,2182008
0,2,3.730969178583323e+18,20622297,11879,2,2,16574,6332,583986,997993,0
0,1,9.279176529507936e+18,10673575,23649,2,2,15590587,2724,2412,3557,2524838
1,1,1.6013584520900049e+19,20287534,33047,1,1,95403,16258,13602,20378,4225394
0,2,6.475891272991593e+18,21408578,36946,2,1,4952118,267,6004,2950,2500536
0,1,1.4697352977088586e+19,21861292,37760,3,2,15579,92314,5627,32593,818378
0,1,1.4600073692226417e+19,21234164,4004,1,1,4687418,2397,9075,4299,18588095
0,1,6.416322151957328e+18,9592801,5079,2,1,12872108,13039,14896,221,2022
1,1,1.7363854844105062e+19,20017078,23798,1,1,2444734,1018,4,943,7418617
1,3,6.619692221503942e+17,20668460,854,2,1,704965,401707,1672042,1879090,952875
1,2,1.205787899908646e+19,20185480,27961,1,1,96527,8458,25821,25892,0
0,1,2.9949248459562813e+18,20061266,23803,1,1,6234,15399,12744,793,9817245
1,1,1.5366517485002252e+19,7182976,10611,3,2,249664,1746,5897,6483,674748
1,1,8.134264174510893e+18,10593104,1268,1,1,873066,2613,1821,128,3352298
1,3,5.589649412465737e+18,21124744,35035,1,1,218707,48050,82296,42,746427
1,1,5.5111324610218e+18,4325213,10040,3,2,2082,2867,2454,1901,117400
0,1,2.884843170992007e+18,3442824,24085,2,1,6099593,1357,4427,4693,0
0,1,3.7321407175242926e+18,8665259,4778,2,1,2341051,780,2728,3035,1260909
0,1,8.797475995675113e+18,20317745,33066,2,1,12257074,449,633,803,15305
0,1,1.5860193830590669e+19,2878230,23777,1,1,6,4,21,22,203830
0,1,8.556618642357803e+18,21127026,7979,2,2,2715699,66372,369479,181696,0
1,1,1.006040167880033e+19,4358826,14292,2,1,209,7404,5146,6621,15200958
0,1,2.0021430589649848e+18,21591296,24124,1,1,3237979,7437,13474,13258,331826
1,1,1.4738782899733856e+19,20060879,17077,3,1,3910591,231560,1766407,1656217,216947
1,1,1.4756578758696272e+19,20717599,3625,2,1,13712722,179453,309719,264072,0
0,1,1.4340390157469405e+19,6434912,23777,2,1,357801,16,36,44,0
1,1,3.397561464294445e+17,20710877,5873,2,1,1601,2155,118120,200270,1115626
1,1,1.205787899908646e+19,20174780,27961,1,1,13083,1569,1153,1495,785489
1,1,5.079901068051391e+18,4251682,25928,2,1,18557,27063,25708,24297,862949
0,1,1.068727319723583e+19,20604184,2171,1,1,25092675,26720,51013,37124,0
0,1,1.4340390157469405e+19,21163923,23808,2,2,5469,3340,6223,34,2083118
1,1,1.4340390157469405e+19,9027238,23808,1,1,110,134,74,94,17926784
0,1,1.147957373620592e+19,21176560,24130,3,3,10,140,256,368,745562
0,1,5.589649412465737e+18,20946711,35067,2,1,16759,4591,13323,353,15724027
1,1,7.90391452832019e+18,21162508,1325,2,2,1111583,19282,44848,6447,1359674
0,1,5.635186567315308e+18,21300297,28217,1,1,11363206,87350,298952,267065,0
1,1,1.4340390157469405e+19,3207857,23777,1,1,48,329,348,470,3023241
0,4,8.813902859733762e+18,20886690,34840,1,1,2133365,206,552,822,0
0,1,1.077230928844858e+19,20705602,34202,2,2,1789,4947,49744,55090,6426726
0,1,9.102118953715763e+18,4331399,13140,2,1,391485,22782,101891,577,106240
1,1,1.7378916553169437e+19,7098331,20855,2,1,163,150,701,4416,5802409
0,1,1.4492523977312545e+19,22134330,36379,3,3,192,6,178,257,10116715
0,1,4.2981186814246446e+18,21866029,385,1,1,107655,173,300,410,22395517
1,1,1.4140300435418186e+18,20208554,1502,3,1,355011,95,592,779,0
0,1,4.20327069556263e+18,21483337,37282,2,1,40287,59,16629,3531,182644
1,1,5.120683440510468e+18,8676728,1268,1,1,19821229,408,520,13,522429
0,1,1.4340390157469405e+19,6434950,23777,1,1,19842330,61,86,114,283024
1,1,6.147790640203313e+18,21287579,35204,2,1,14296069,1612,3057,810,934840
1,1,1.205787899908646e+19,20164720,27961,2,1,84,124,16174,19572,13119553
1,1,1.2236336944143575e+19,21300413,35141,2,1,331188,245604,38882,49085,0
0,1,6.912851286990253e+18,20027588,18918,2,1,356,981,49835,54551,1400476
0,1,2.6928596198512824e+18,4350474,2051,2,2,4883191,4150,17299,81,11039
0,1,2.3818289987522017e+18,2698573,12908,2,1,15413881,16588,315942,22377,0
1,2,1.3756257544627677e+19,3830303,24035,2,1,216724,23699,41365,47057,2956480
1,2,1.3756257544627677e+19,8182643,24354,3,1,17400,12096,16861,25497,0
0,1,2.2917676658146212e+18,21103892,24376,3,2,6239866,88,206,291,0
1,1,1.3736473979320947e+19,21427308,4778,2,2,594439,2589,5822,1724,405936
0,1,7.90391452832019e+18,21022573,2010,1,1,591666,26282,50092,47489,17977391
0,1,1.205787899908646e+19,20180604,27961,2,1,15404383,2302,7038,1201,0
1,1,3.010475069228332e+18,21259979,35824,2,2,23041,1221,3324,2346,33898
0,1,1.205787899908646e+19,20149093,27961,3,3,557,865,2004,2336,7038096
0,1,3.061853183750036e+18,4212393,9345,3,1,1652751,8152,86084,87095,0
0,1,5.851252814446936e+18,10431803,28698,1,1,728669,77,4783,6147,0
0,1,1.4340390157469405e+19,10110301,23808,2,2,816,53,343,43,12815442
0,1,7.703279069701544e+18,21299640,4983,1,1,14,26,38,51,4100357
0,1,6.263749423537724e+18,21373400,36720,2,2,570,2137,4214,29571,1532980
1,1,8.848021695083076e+18,20287136,2387,1,1,4712430,329551,1123212,893563,2232062
1,1,5.081798826553148e+18,20348816,29207,2,1,28248,9220,6891,7164,576056
0,1,6.995801067985249e+18,2038318,20097,2,1,11789749,158469,339705,299676,4850471
0,1,8.288930363230609e+18,20917738,29706,3,3,1954386,7722,38021,4092,123812
1,1,1.5989049276530887e+19,20314384,23824,2,1,19015,42481,102327,31,4883782
1,1,7.90391452832019e+18,21162526,1325,2,2,15,10,22,23,264505
1,1,1.4756578758696272e+19,20718290,3625,3,1,4046,23737,21729,21324,2001893
0,4,3.2847602447996047e+18,20758092,34535,1,1,681985,820,1252,1545,0
1,1,3.2847602447996047e+18,20758052,34535,3,1,302,1983,6916,7568,8898720
0,1,1.0080430211743812e+19,22096907,34122,3,1,10970,35441,1396,136898,1740502
0,1,1.4340390157469405e+19,21360098,23777,2,1,2,8,416,473,1080530
1,2,2.1115975172883315e+18,21167203,35100,2,2,13163747,402,3062,3329,0
0,1,1.205787899908646e+19,20160293,27961,1,1,11181482,10393,11892,15419,0
0,1,1.4340390157469405e+19,4708000,23777,2,2,11965349,8406,80069,71110,0
1,1,6.812860832701179e+18,7781193,14551,2,1,16176,20720,859549,6325,11533849
0,1,1.1288378057162324e+19,21293529,879,1,1,199906,157064,328708,464465,4969704
0,1,1.205787899908646e+19,20163203,27961,2,2,10345757,29921,41667,45127,1232177
1,1,5.568767562350396e+18,20877365,34737,2,1,97468,12173,337526,278767,3326041
1,2,8.134264174510893e+18,4176373,1268,2,2,242504,2393,3857,4367,3455764
1,1,3.595206123608678e+17,21261620,36371,2,2,27090,9301,99868,101773,6355384
0,1,1.3557133018779933e+19,20706015,34246,2,2,344,347,13564,71,7509673
0,1,8.797475995675113e+18,20332092,33066,1,1,1270,607,4072,3989,10873149
1,1,7.90391452832019e+18,21162352,1325,1,1,1609,2445,3502,4164,1058711
0,1,5.91600881815932e+17,21140447,35178,1,1,428547,65658,183682,41444,979796
0,1,1.773106185262631e+19,5759848,2133,1,1,6875427,138070,1438536,1139701,0
1,1,2.2351551569103227e+18,7196009,785,2,1,371,1276,121179,14321,16019092
1,1,1.3167321614108062e+19,4239496,2091,1,1,3705622,20602,18259,17916,1642707
1,1,1.205787899908646e+19,20149059,27961,1,1,2052523,25508,31705,33384,714350
0,1,9.929189799433153e+18,20961132,1870,2,1,74880,8176,22172,39544,7736230
0,1,1.7730438871949777e+19,21234171,29917,2,2,975,1247,104092,46154,4373614
0,1,8.390751886332698e+18,20869954,854,2,1,3962,2625,9051,8367,333492
1,1,1.6043904649017862e+19,21301959,36461,1,1,24578,760,1799,4417,17844101
1,1,1.381468928540877e+19,20345970,26141,1,1,23501851,181809,150103,346361,0
1,1,1.5145480155589095e+19,20888595,23807,2,1,23,48,5,11,1075740
0,1,1.1283702902136265e+19,21961023,37935,3,2,776,304,20253,19477,6747675
1,1,5.589649412465737e+18,20950106,35067,1,1,753656,473,153,355,22748613
1,1,8.178815518285779e+18,21924788,38072,2,1,4024630,3529,77253,1229,0
1,1,1.4340390157469405e+19,4468224,23777,2,1,697728,417,896,962,7309747
0,1,3.5362454920521805e+18,20582851,1998,2,2,1567126,17959,16171,15730,7886099
0,1,2.0021430589649848e+18,20945363,24124,2,1,927,1113,16183,151,3157897
0,1,1.6471162234986985e+18,20652048,29440,1,1,25029,23273,498778,405334,0
1,1,1.3302075679975582e+19,20366273,14212,2,2,85608,39212,162667,154958,12729994
1,15,1.4340390157469405e+19,3126738,23777,3,3,13803,260,1661,2210,0
